place,type_of_meteorite,subgroup_of_meteorite,group_of_meteorite,mass_g,fell_found01,fell_found,year,longitude,latitude
LEW 88253,H6,Chondrite,Stony,20.4,1,Found,1988,161.34963,-84.28408
Y-7311,H6,Chondrite,Stony,20.3,1,Found,1973,35.66667,-71.5
FRO 90048,H6,Chondrite,Stony,20.3,1,Found,1990,160.43796,-72.95489
PCA 91140,H6,Chondrite,Stony,20.3,1,Found,1991,-69.0521,-85.67698
QUE 97984,H6,Chondrite,Stony,20.3,1,Found,1997,168,-84
ALH 99501,H6,Chondrite,Stony,20.3,1,Found,1999,159.66667,-76.71667
MET 00842,H6,Chondrite,Stony,20.3,1,Found,2000,159.75,-79.68333
QUE 93398,H6,Chondrite,Stony,20.2,1,Found,1993,168,-84
LEW 93830,H6,Chondrite,Stony,20.2,1,Found,1993,161.68763,-84.27392
EET 87824,H6,Chondrite,Stony,20.1,1,Found,1987,157.16667,-76.18333
LEW 88649,H6,Chondrite,Stony,20.1,1,Found,1988,161.40405,-84.27728
Y-790420,H6,Chondrite,Stony,20.07,1,Found,1979,35.66667,-71.5
A-881711,H6,Chondrite,Stony,20.07,1,Found,1988,26,-72
ALH 84150,H6,Chondrite,Stony,20,1,Found,1984,156.97828,-77.02435
LEW 87161,H6,Chondrite,Stony,20,1,Found,1987,161.2433,-84.34176
LEW 88297,H6,Chondrite,Stony,20,1,Found,1988,161.47461,-84.23947
QUE 93409,H6,Chondrite,Stony,20,1,Found,1993,168,-84
Dho 1299,H6,Chondrite,Stony,20,1,Found,2002,54.785,19.13667
A-881545,H6,Chondrite,Stony,19.93,1,Found,1988,26,-72
A-881027,H6,Chondrite,Stony,19.91,1,Found,1988,26,-72
JaH 104,H6,Chondrite,Stony,19.91,1,Found,2003,56.99992,19.91392
LEW 88293,H6,Chondrite,Stony,19.9,1,Found,1988,161.41952,-84.23586
Y-794065,H6,Chondrite,Stony,19.85,1,Found,1979,35.66667,-71.5
ALHA81288,H6,Chondrite,Stony,19.8,1,Found,1981,159.39417,-76.69389
LEW 86364,H6,Chondrite,Stony,19.8,1,Found,1986,161.68973,-84.27384
LEW 88290,H6,Chondrite,Stony,19.8,1,Found,1988,161.42151,-84.2363
PCA 91156,H6,Chondrite,Stony,19.7,1,Found,1991,-69.02116,-85.66681
QUE 93750,H6,Chondrite,Stony,19.7,1,Found,1993,168,-84
MET 001074,H6,Chondrite,Stony,19.7,1,Found,2000,159.75,-79.68333
JaH 528,H6,Chondrite,Stony,19.7,1,Found,2008,55.17403,19.53428
Dho 829,H6,Chondrite,Stony,19.68,1,Found,2001,54.5788,19.06003
ALHA78191,H6,Chondrite,Stony,19.6,1,Found,1978,159.66667,-76.71667
ALH 84186,H6,Chondrite,Stony,19.6,1,Found,1984,159.32555,-76.65807
EET 87591,H6,Chondrite,Stony,19.6,1,Found,1987,157.16667,-76.18333
LEW 88106,H6,Chondrite,Stony,19.6,1,Found,1988,161.40158,-84.25533
QUE 99329,H6,Chondrite,Stony,19.6,1,Found,1999,168,-84
MET 001066,H6,Chondrite,Stony,19.6,1,Found,2000,159.75,-79.68333
MET 00661,H6,Chondrite,Stony,19.44,1,Found,2000,155.75,-79.68333
FRO 84003,H6,Chondrite,Stony,19.4,1,Found,1984,160.47328,-72.95488
LEW 86177,H6,Chondrite,Stony,19.4,1,Found,1986,161.38251,-84.25789
QUE 93308,H6,Chondrite,Stony,19.4,1,Found,1993,162.61532,-84.57939
EET 96283,H6,Chondrite,Stony,19.4,1,Found,1996,157.16667,-76.18333
A-87130,H6,Chondrite,Stony,19.31,1,Found,1987,26,-72
PCA 91362,H6,Chondrite,Stony,19.3,1,Found,1991,-69.04611,-85.66043
A-881573,H6,Chondrite,Stony,19.27,1,Found,1988,26,-72
LEW 86350,H6,Chondrite,Stony,19.2,1,Found,1986,161.38104,-84.25767
PCA 91269,H6,Chondrite,Stony,19.2,1,Found,1991,-68.81937,-85.68156
MET 00887,H6,Chondrite,Stony,19.16,1,Found,2000,155.75,-79.68333
ALHA77134,H6,Chondrite,Stony,19.1,1,Found,1977,159.66667,-76.71667
RKPA80213,H6,Chondrite,Stony,19.1,1,Found,1980,158.23886,-76.24078
FRO 03079,H6,Chondrite,Stony,19.1,1,Found,2003,160.44164,-72.95414
Y-74500,H6,Chondrite,Stony,19.07,1,Found,1974,35.66667,0
Y-74463,H6,Chondrite,Stony,19.01,1,Found,1974,35.66667,0
ALHA77239,H6,Chondrite,Stony,19,1,Found,1977,159.66667,-76.71667
MET 001110,H6,Chondrite,Stony,19,1,Found,2000,159.75,-79.68333
SaU 176,H6,Chondrite,Stony,19,1,Found,2001,57.25833,21.04833
MET 01254,H6,Chondrite,Stony,19,1,Found,2001,159.75,-79.68333
TIL 07011,H6,Chondrite,Stony,19,1,Found,2007,-94.7825,-85.1695
BiZ 004,H6,Chondrite,Stony,19,1,Found,2008,10.19361,31.87164
A-880664,H6,Chondrite,Stony,18.96,1,Found,1988,26,-72
Y-792928,H6,Chondrite,Stony,18.94,1,Found,1979,35.66667,-71.5
Y-791935,H6,Chondrite,Stony,18.9,1,Found,1979,35.66667,-71.5
LEW 88544,H6,Chondrite,Stony,18.9,1,Found,1988,161.51438,-84.23969
MET 01291,H6,Chondrite,Stony,18.9,1,Found,2001,159.75,-79.68333
GRV 050129,H6,Chondrite,Stony,18.88,1,Found,2006,75.25778,-72.98306
ALH 84257,H6,Chondrite,Stony,18.8,1,Found,1984,156.93101,-76.96217
LEW 85470,H6,Chondrite,Stony,18.8,1,Found,1985,161.41094,-84.27667
LEW 86149,H6,Chondrite,Stony,18.8,1,Found,1986,161.34873,-84.25868
LEW 86182,H6,Chondrite,Stony,18.8,1,Found,1986,161.34647,-84.25587
LEW 88144,H6,Chondrite,Stony,18.8,1,Found,1988,161.38584,-84.24661
Y-82072,H6,Chondrite,Stony,18.79,1,Found,1982,35.66667,-71.5
ALHA77133,H6,Chondrite,Stony,18.7,1,Found,1977,159.66667,-76.71667
ALHA77147,H6,Chondrite,Stony,18.7,1,Found,1977,159.66667,-76.71667
LEW 88305,H6,Chondrite,Stony,18.7,1,Found,1988,161.34246,-84.2881
GRA 98133,H6,Chondrite,Stony,18.7,1,Found,1998,-141.5,-86.71667
GRA 98179,H6,Chondrite,Stony,18.7,1,Found,1998,-141.5,-86.71667
MET 001017,H6,Chondrite,Stony,18.7,1,Found,2000,159.75,-79.68333
Y-74540,H6,Chondrite,Stony,18.65,1,Found,1974,35.66667,0
LEW 88179,H6,Chondrite,Stony,18.6,1,Found,1988,161.40563,-84.24656
EET 90097,H6,Chondrite,Stony,18.6,1,Found,1990,156.42033,-76.28563
RKP 92415,H6,Chondrite,Stony,18.6,1,Found,1992,158.24891,-76.23833
Y-74069,H6,Chondrite,Stony,18.57,1,Found,1974,35.66667,-71.5
GRV 022451,H6,Chondrite,Stony,18.53,1,Found,2003,75.33944,-72.77306
LEW 86066,H6,Chondrite,Stony,18.5,1,Found,1986,161.69169,-84.27374
LEW 86196,H6,Chondrite,Stony,18.5,1,Found,1986,161.68676,-84.27382
PCA 91375,H6,Chondrite,Stony,18.5,1,Found,1991,-69.05721,-85.65905
MET 001131,H6,Chondrite,Stony,18.5,1,Found,2000,159.75,-79.68333
Y-74527,H6,Chondrite,Stony,18.49,1,Found,1974,35.66667,0
Dho 798,H6,Chondrite,Stony,18.43,1,Found,2001,54.53677,19.0605
ALH 82116,H6,Chondrite,Stony,18.4,1,Found,1982,157.04639,-77.03694
LEW 88545,H6,Chondrite,Stony,18.4,1,Found,1988,161.32766,-84.28379
LV 020,H6,Chondrite,Stony,18.4,1,Found,2002,-116.943,34.4918
LEW 86168,H6,Chondrite,Stony,18.3,1,Found,1986,161.391,-84.25715
LEW 88360,H6,Chondrite,Stony,18.3,1,Found,1988,161.38936,-84.25147
LEW 88745,H6,Chondrite,Stony,18.3,1,Found,1988,161.3873,-84.28433
QUE 97576,H6,Chondrite,Stony,18.3,1,Found,1997,168,-84
RhDL 064,H6,Chondrite,Stony,18.26,1,Found,2002,-115.3566,35.67725
ALHA77146,H6,Chondrite,Stony,18.2,1,Found,1977,159.66667,-76.71667
LEW 86416,H6,Chondrite,Stony,18.2,1,Found,1986,161.69299,-84.27374
LEW 86201,H6,Chondrite,Stony,18.2,1,Found,1986,161.38401,-84.25578
MET 00821,H6,Chondrite,Stony,18.14,1,Found,2000,155.75,-79.68333
A-87218,H6,Chondrite,Stony,18.12,1,Found,1987,26,-72
MET 001037,H6,Chondrite,Stony,18.1,1,Found,2000,159.75,-79.68333
Y-86190,H6,Chondrite,Stony,18.07,1,Found,1986,35.66667,-71.5
A-880673,H6,Chondrite,Stony,18,1,Found,1988,26,-72
QUE 93294,H6,Chondrite,Stony,18,1,Found,1993,168,-84
SaU 320,H6,Chondrite,Stony,18,1,Found,2004,57.26333,21.075
Caleta el Cobre 002,H6,Chondrite,Stony,18,1,Found,2010,-70.51667,-24.25
MET 00895,H6,Chondrite,Stony,17.97,1,Found,2000,155.75,-79.68333
Y-790743,H6,Chondrite,Stony,17.96,1,Found,1979,35.66667,-71.5
ALHA81268,H6,Chondrite,Stony,17.9,1,Found,1981,159.31116,-76.6776
LEW 88129,H6,Chondrite,Stony,17.9,1,Found,1988,161.60503,-84.23427
LEW 88359,H6,Chondrite,Stony,17.9,1,Found,1988,161.4517,-84.25283
EET 90151,H6,Chondrite,Stony,17.9,1,Found,1990,156.5012,-76.26864
GRA 98100,H6,Chondrite,Stony,17.9,1,Found,1998,-141.5,-86.71667
MET 001002,H6,Chondrite,Stony,17.9,1,Found,2000,159.75,-79.68333
Y-74482,H6,Chondrite,Stony,17.82,1,Found,1974,35.66667,0
LEW 85368,H6,Chondrite,Stony,17.8,1,Found,1985,161.38307,-84.2827
EET 92191,H6,Chondrite,Stony,17.8,1,Found,1992,155.97864,-76.05668
ALH 97105,H6,Chondrite,Stony,17.8,1,Found,1997,159.66667,-76.71667
A-880876,H6,Chondrite,Stony,17.74,1,Found,1988,26,-72
MET 00913,H6,Chondrite,Stony,17.72,1,Found,2000,155.75,-79.68333
FRO 90069,H6,Chondrite,Stony,17.7,1,Found,1990,160.50065,-72.95431
LEW 86221,H6,Chondrite,Stony,17.6,1,Found,1986,161.68787,-84.27378
EET 92135,H6,Chondrite,Stony,17.6,1,Found,1992,155.89742,-76.04253
Y-790181,H6,Chondrite,Stony,17.51,1,Found,1979,35.66667,-71.5
LEW 85359,H6,Chondrite,Stony,17.5,1,Found,1985,161.49933,-84.26492
LEW 88183,H6,Chondrite,Stony,17.5,1,Found,1988,161.36108,-84.27162
ALH 85052,H6,Chondrite,Stony,17.4,1,Found,1985,156.13328,-76.82352
LEW 86205,H6,Chondrite,Stony,17.4,1,Found,1986,161.38191,-84.25562
PCA 91103,H6,Chondrite,Stony,17.4,1,Found,1991,-68.27367,-85.6749
QUE 94772,H6,Chondrite,Stony,17.4,1,Found,1994,168,-84
GRV 021700,H6,Chondrite,Stony,17.31,1,Found,2003,75.34833,-72.77333
LEW 86537,H6,Chondrite,Stony,17.2,1,Found,1986,161.53559,-84.23546
MET 01290,H6,Chondrite,Stony,17.2,1,Found,2001,159.75,-79.68333
LEW 88531,H6,Chondrite,Stony,17.1,1,Found,1988,161.45854,-84.25099
MET 00874,H6,Chondrite,Stony,17.1,1,Found,2000,159.75,-79.68333
Tieret 003,H6,Chondrite,Stony,17.1,1,Found,2009,10.2503,30.8193
Y-794067,H6,Chondrite,Stony,17,1,Found,1979,35.66667,-71.5
MET 001127,H6,Chondrite,Stony,17,1,Found,2000,159.75,-79.68333
MET 01283,H6,Chondrite,Stony,17,1,Found,2001,159.75,-79.68333
RdDL 022,H6,Chondrite,Stony,17,1,Found,2002,-114.0271,35.66185
ALHA81250,H6,Chondrite,Stony,16.9,1,Found,1981,159.39361,-76.69417
ALH 84242,H6,Chondrite,Stony,16.9,1,Found,1984,158.16446,-76.80333
QUE 971050,H6,Chondrite,Stony,16.9,1,Found,1997,168,-84
ALHA77212,H6,Chondrite,Stony,16.8,1,Found,1977,159.66667,-76.71667
LEW 88362,H6,Chondrite,Stony,16.7,1,Found,1988,161.40652,-84.25082
QUE 97846,H6,Chondrite,Stony,16.7,1,Found,1997,168,-84
MET 001033,H6,Chondrite,Stony,16.7,1,Found,2000,159.75,-79.68333
A-880749,H6,Chondrite,Stony,16.66,1,Found,1988,26,-72
FRO 90150,H6,Chondrite,Stony,16.66,1,Found,1990,160.52665,-72.9535
ALHA81180,H6,Chondrite,Stony,16.6,1,Found,1981,159.39639,-76.69861
QUE 97661,H6,Chondrite,Stony,16.6,1,Found,1997,168,-84
Y-74506,H6,Chondrite,Stony,16.51,1,Found,1974,35.66667,0
Langwies,H6,Chondrite,Stony,16.5,1,Found,1985,9.71667,46.81667
EET 92111,H6,Chondrite,Stony,16.5,1,Found,1992,156.13081,-76.04364
SvDL 002,H6,Chondrite,Stony,16.5,1,Found,2000,-116.11485,35.34443
Y-74543,H6,Chondrite,Stony,16.47,1,Found,1974,35.66667,0
PCA 91421,H6,Chondrite,Stony,16.4,1,Found,1991,-68.94836,-85.68977
GRA 98137,H6,Chondrite,Stony,16.4,1,Found,1998,-141.5,-86.71667
HrDL 017,H6,Chondrite,Stony,16.4,1,Found,2007,-117.27465,35.04102
CyDL 230,H6,Chondrite,Stony,16.36,1,Found,2004,-116.75007,35.08958
Y-74496,H6,Chondrite,Stony,16.31,1,Found,1974,35.66667,0
ALHA79028,H6,Chondrite,Stony,16.3,1,Found,1979,159.36611,-76.70222
LEW 88349,H6,Chondrite,Stony,16.3,1,Found,1988,161.40248,-84.27479
GRA 98070,H6,Chondrite,Stony,16.3,1,Found,1998,-141.5,-86.71667
QUE 99324,H6,Chondrite,Stony,16.3,1,Found,1999,168,-84
MET 001099,H6,Chondrite,Stony,16.3,1,Found,2000,159.75,-79.68333
MET 001107,H6,Chondrite,Stony,16.3,1,Found,2000,159.75,-79.68333
Y-792936,H6,Chondrite,Stony,16.28,1,Found,1979,35.66667,-71.5
ALHA81298,H6,Chondrite,Stony,16.2,1,Found,1981,159.35916,-76.70917
